"ISSN","Category"
"15307131","Development"
"15307131","Library and Information Sciences"
"15312542","Development"
"15312542","Library and Information Sciences"
"00332968","Medicine"
"00332968","Psychology"
"09749861","Medicine"
"09749861","Psychology"
"00347167","Nursing"
"00347167","Medicine"
"15736717","Physical Therapy, Sports Therapy and Rehabilitation"
"15736717","Rehabilitation"
"01461044","Physical Therapy, Sports Therapy and Rehabilitation"
"01461044","Rehabilitation"
"15443965","Computer Science"
"15443965","Experimental and Cognitive Psychology"
"15443965","Theoretical Computer Science"
"15443558","Computer Science"
"15443558","Experimental and Cognitive Psychology"
"15443558","Theoretical Computer Science"
"02841851","Medicine"
"02841851","Radiological and Ultrasound Technology"
"02841851","Radiology, Nuclear Medicine and Imaging"
"16000455","Medicine"
"16000455","Radiological and Ultrasound Technology"
"16000455","Radiology, Nuclear Medicine and Imaging"
"17512549","Building and Construction"
"17562201","Building and Construction"
"23743689","Communication"
"23743670","Communication"
"03650596","Dermatology"
"18064841","Dermatology"
"10184171","Ecology, Evolution, Behavior and Systematics"
"10184171","Insect Science"
"21997233","Ecology, Evolution, Behavior and Systematics"
"21997233","Insect Science"
"22785337","Business and International Management"
"22785337","Strategy and Management"
"23949937","Business and International Management"
"23949937","Strategy and Management"
"25693263","Chemistry"
"25693263","Education"
"15556662","Computational Mathematics"
"09655425","Computational Mathematics"
"11773928","Pharmacology, Toxicology and Pharmaceutics"
"11773928","Clinical Biochemistry"
"11773928","Medicine"
"11773928","Pharmacology"
"03670244","Ecology"
"03670244","Food Science"
"03670244","Medicine"
"15435237","Ecology"
"15435237","Food Science"
"15435237","Medicine"
"24681229","Rehabilitation"
"24681229","Surgery"
"24681229","Orthopedics and Sports Medicine"
"24681210","Rehabilitation"
"24681210","Surgery"
"24681210","Orthopedics and Sports Medicine"
"22341862","Agricultural and Biological Sciences"
"22341862","Engineering"
"22341862","Mechanical Engineering"
"22341862","Computer Science Applications"
"17381266","Agricultural and Biological Sciences"
"17381266","Engineering"
"17381266","Mechanical Engineering"
"17381266","Computer Science Applications"
"15551423","Mechanical Engineering"
"15551423","Applied Mathematics"
"15551423","Control and Systems Engineering"
"21646341","Environmental Science"
"21646341","Materials Science"
"21646325","Environmental Science"
"21646325","Materials Science"
"21802483","Cultural Studies"
"21802483","Education"
"21802483","Developmental and Educational Psychology"
"21802483","Psychology"
"16758110","Cultural Studies"
"16758110","Education"
"16758110","Developmental and Educational Psychology"
"16758110","Psychology"
"15214176","Materials Chemistry"
"15214176","Mechanical Engineering"
"15214176","Mechanics of Materials"
"15214176","Metals and Alloys"
"15214176","Surfaces, Coatings and Films"
"15214176","Environmental Chemistry"
"09475117","Materials Chemistry"
"09475117","Mechanical Engineering"
"09475117","Mechanics of Materials"
"09475117","Metals and Alloys"
"09475117","Surfaces, Coatings and Films"
"09475117","Environmental Chemistry"
"23733799","Public Health, Environmental and Occupational Health"
"23733802","Public Health, Environmental and Occupational Health"
"24134155","Multidisciplinary"
"24626813","History"
"24626813","Literature and Literary Theory"
"19881088","History"
"19881088","Literature and Literary Theory"
"23792868","Physical Therapy, Sports Therapy and Rehabilitation"
"23792868","Orthopedics and Sports Medicine"
"2053230X","Condensed Matter Physics"
"2053230X","Biochemistry"
"2053230X","Biophysics"
"2053230X","Genetics"
"2053230X","Medicine"
"2053230X","Structural Biology"
"10000992","Mechanical Engineering"
"10000992","Mathematical Physics"
"19376812","Earth-Surface Processes"
"19376812","Geography, Planning and Development"
"2153960X","Philosophy"
"21539596","Philosophy"
"22875123","Applied Microbiology and Biotechnology"
"22875123","Microbiology"
"22874445","Applied Microbiology and Biotechnology"
"22874445","Microbiology"
"23641177","Education"
"19351682","Economics, Econometrics and Finance"
"19351682","Economics and Econometrics"
"26768607","Agricultural and Biological Sciences"
"26768607","Biochemistry, Genetics and Molecular Biology"
"26768615","Agricultural and Biological Sciences"
"26768615","Biochemistry, Genetics and Molecular Biology"
"26333775","Medicine"
"26333767","Medicine"
"19424051","Education"
"14926156","Education"
"23311916","Chemical Engineering"
"23311916","Computer Science"
"23311916","Engineering"
"20515553","Religious Studies"
"20515553","Health"
"20515553","Social Psychology"
"20515561","Religious Studies"
"20515561","Health"
"20515561","Social Psychology"
"23535571","Clinical Psychology"
"23535571","Psychiatry and Mental Health"
"23534184","Clinical Psychology"
"23534184","Psychiatry and Mental Health"
"20411286","Materials Science"
"20411294","Materials Science"
"15738965","Industrial and Manufacturing Engineering"
"15738965","Mechanical Engineering"
"15738965","Transportation"
"13588265","Industrial and Manufacturing Engineering"
"13588265","Mechanical Engineering"
"13588265","Transportation"
"20400934","Visual Arts and Performing Arts"
"20400934","Communication"
"14794713","Visual Arts and Performing Arts"
"14794713","Communication"
"23729562","Oceanography"
"15423050","Religious Studies"
"1873488X","Pharmacology"
"1873488X","Toxicology"
"10568719","Pharmacology"
"10568719","Toxicology"
"03042294","Linguistics and Language"
"22955739","Linguistics and Language"
"18671632","Biotechnology"
"18671632","Microbiology"
"18671632","Toxicology"
"01787888","Biotechnology"
"01787888","Microbiology"
"01787888","Toxicology"
"08966346","Cultural Studies"
"08966346","History"
"08966346","Sociology and Political Science"
"08966346","Economics and Econometrics"
"13053299","Cultural Studies"
"13053299","History"
"13053299","Sociology and Political Science"
"13053299","Economics and Econometrics"
"22991093","Computer Science"
"09346694","Surgery"
"09346694","Medicine"
"09346694","Orthopedics and Sports Medicine"
"15332985","Social Sciences"
"15332985","Public Health, Environmental and Occupational Health"
"15332985","Social Work"
"15332993","Social Sciences"
"15332993","Public Health, Environmental and Occupational Health"
"15332993","Social Work"
"20524374","Public Health, Environmental and Occupational Health"
"01448765","Agronomy and Crop Science"
"01448765","Horticulture"
"21650616","Agronomy and Crop Science"
"21650616","Horticulture"
"08905487","Mechanical Engineering"
"08905487","Ocean Engineering"
"08905487","Oceanography"
"08905487","Renewable Energy, Sustainability and the Environment"
"15378918","Medicine"
"15378918","Orthopedics and Sports Medicine"
"15378918","Public Health, Environmental and Occupational Health"
"15378918","Sports Science"
"1537890X","Medicine"
"1537890X","Orthopedics and Sports Medicine"
"1537890X","Public Health, Environmental and Occupational Health"
"1537890X","Sports Science"
"16993993","Medicine"
"16993993","Pharmacology"
"16993993","Pharmacology"
"16994019","Medicine"
"16994019","Pharmacology"
"16994019","Pharmacology"
"26738627","Psychology"
"2054345X","Biochemistry"
"2054345X","Genetics"
"2054345X","Molecular Biology"
"20869614","Multidisciplinary"
"20869614","Engineering"
"20869614","Management of Technology and Innovation"
"20869614","Strategy and Management"
"20872100","Multidisciplinary"
"20872100","Engineering"
"20872100","Management of Technology and Innovation"
"20872100","Strategy and Management"
"15432688","Rehabilitation"
"15432688","Biophysics"
"15432688","Orthopedics and Sports Medicine"
"15432688","Sports Science"
"10658483","Rehabilitation"
"10658483","Biophysics"
"10658483","Orthopedics and Sports Medicine"
"10658483","Sports Science"
"09731482","Medicine"
"09731482","Oncology"
"09731482","Radiology, Nuclear Medicine and Imaging"
"09741127","Medicine"
"09741127","Oncology"
"09741127","Radiology, Nuclear Medicine and Imaging"
"23474327","Earth and Planetary Sciences"
"0973774X","Earth and Planetary Sciences"
"10573631","Nursing"
"15505065","Nursing"
"09741275","Agronomy and Crop Science"
"09741275","Plant Science"
"09741275","Biotechnology"
"09717811","Agronomy and Crop Science"
"09717811","Plant Science"
"09717811","Biotechnology"
"17101166","Education"
"17101166","Media Technology"
"11989742","Education"
"11989742","Media Technology"
"18271928","Physical Therapy, Sports Therapy and Rehabilitation"
"18271928","Orthopedics and Sports Medicine"
"18271928","Sports Science"
"00224707","Physical Therapy, Sports Therapy and Rehabilitation"
"00224707","Orthopedics and Sports Medicine"
"00224707","Sports Science"
"10911421","Public Administration"
"10911421","Economics and Econometrics"
"10911421","Finance"
"02331888","Statistics and Probability"
"02331888","Statistics, Probability and Uncertainty"
"10294910","Statistics and Probability"
"10294910","Statistics, Probability and Uncertainty"
"16815556","Animal Science and Zoology"
"16815556","Ecology, Evolution, Behavior and Systematics"
"16815556","Insect Science"
"16815556","Paleontology"
"15324990","Soil Science"
"15324982","Soil Science"
"01080288","Aquatic Science"
"01080288","Small Animals"
"26248549","Chemistry"
"26248549","Inorganic Chemistry"
"26248549","Electrochemistry"
"26248549","Organic Chemistry"
"23322039","Economics and Econometrics"
"23322039","Finance"
"13328166","Medicine"
"03539504","Medicine"
"16713664","Building and Construction"
"16713664","Civil and Structural Engineering"
"16713664","Geophysics"
"16713664","Geotechnical Engineering and Engineering Geology"
"16713664","Mechanical Engineering"
"1993503X","Building and Construction"
"1993503X","Civil and Structural Engineering"
"1993503X","Geophysics"
"1993503X","Geotechnical Engineering and Engineering Geology"
"1993503X","Mechanical Engineering"
"15736911","Development"
"15736911","Geography, Planning and Development"
"15736911","Economics and Econometrics"
"03408744","Development"
"03408744","Geography, Planning and Development"
"03408744","Economics and Econometrics"
"08837554","Electrical and Electronic Engineering"
"08837554","Electronic, Optical and Magnetic Materials"
"21628246","Building and Construction"
"21628246","Renewable Energy, Sustainability and the Environment"
"01430750","Building and Construction"
"01430750","Renewable Energy, Sustainability and the Environment"
"17449936","Economics, Econometrics and Finance"
"17449928","Economics, Econometrics and Finance"
"15347346","Surgery"
"15347346","Medicine"
"21548455","Communication"
"21548455","Education"
"21548463","Communication"
"21548463","Education"
"03043886","Condensed Matter Physics"
"03043886","Electrical and Electronic Engineering"
"03043886","Surfaces, Coatings and Films"
"03043886","Biotechnology"
"03043886","Electronic, Optical and Magnetic Materials"
"1846579X","Analysis"
"09524746","Medicine"
"09524746","Public Health, Environmental and Occupational Health"
"09524746","Waste Management and Disposal"
"13616498","Medicine"
"13616498","Public Health, Environmental and Occupational Health"
"13616498","Waste Management and Disposal"
"16879600","Computer Science"
"16879600","Control and Systems Engineering"
"16879619","Computer Science"
"16879619","Control and Systems Engineering"
"22964681","Nursing"
"22964657","Nursing"
"23525517","Clinical Biochemistry"
"23525517","Radiological and Ultrasound Technology"
"1471082X","Statistics and Probability"
"1471082X","Statistics, Probability and Uncertainty"
"18607330","Linguistics and Language"
"18607330","Philosophy"
"18607330","Communication"
"18607349","Linguistics and Language"
"18607349","Philosophy"
"18607349","Communication"
"10309616","Accounting"
"10309616","Finance"
"15811204","Archeology"
"15811204","Archeology"
"05708966","Archeology"
"05708966","Archeology"
"02532964","Chemistry"
"12295949","Chemistry"
"03801489","History"
"03801489","Demography"
"22451919","Medicine"
"10586458","Mathematics"
"1944950X","Mathematics"
"14385627","Social Sciences"
"26994445","Neurology"
"26994445","Pathology and Forensic Medicine"
"26994445","Cellular and Molecular Neuroscience"
"20367422","Gastroenterology"
"20367422","Hepatology"
"14927535","Hematology"
"14927535","Nephrology"
"25154826","Health Professions"
"25154826","Medicine"
"19753586","Conservation"
"19753586","Cultural Studies"
"19753586","Museology"
"19754019","Conservation"
"19754019","Cultural Studies"
"19754019","Museology"
"15982408","Development"
"15982408","Political Science and International Relations"
"15982408","Sociology and Political Science"
"15982408","Economics and Econometrics"
"15288943","Condensed Matter Physics"
"15288943","Materials Science"
"15288943","Mechanical Engineering"
"15288943","Mechanics of Materials"
"00221481","Condensed Matter Physics"
"00221481","Materials Science"
"00221481","Mechanical Engineering"
"00221481","Mechanics of Materials"
"22108041","Complementary and Alternative Medicine"
"22108033","Complementary and Alternative Medicine"
"15512177","Education"
"15512177","Sociology and Political Science"
"15512169","Education"
"15512169","Sociology and Political Science"
"18734022","Oncology"
"18734022","Radiological and Ultrasound Technology"
"18734022","Radiology, Nuclear Medicine and Imaging"
"09583947","Oncology"
"09583947","Radiological and Ultrasound Technology"
"09583947","Radiology, Nuclear Medicine and Imaging"
"15222055","Aquatic Science"
"15488454","Aquatic Science"
"07359640","Plant Science"
"07359640","Molecular Biology"
"1556469X","Plant Science"
"1556469X","Molecular Biology"
"17424909","Social Sciences"
"17424909","Sociology and Political Science"
"09503153","Social Sciences"
"09503153","Sociology and Political Science"
"19301855","Energy Engineering and Power Technology"
"19301855","Fuel Technology"
"23289252","Cultural Studies"
"23289252","Gender Studies"
"23289260","Cultural Studies"
"23289260","Gender Studies"
"21532184","Computer Science"
"21532184","Education"
"21532192","Computer Science"
"21532192","Education"
"14320770","Computer Science"
"14320770","Biotechnology"
"03401200","Computer Science"
"03401200","Biotechnology"
"21894779","Biochemistry"
"21894779","Biochemistry, Genetics and Molecular Biology"
"21894779","Biophysics"
"21894779","Physiology"
"21894779","Molecular Biology"
"02149168","Cardiology and Cardiovascular Medicine"
"02149168","Pharmacology"
"15781879","Cardiology and Cardiovascular Medicine"
"15781879","Pharmacology"
"0303402X","Materials Chemistry"
"0303402X","Polymers and Plastics"
"0303402X","Colloid and Surface Chemistry"
"0303402X","Physical and Theoretical Chemistry"
"14351536","Materials Chemistry"
"14351536","Polymers and Plastics"
"14351536","Colloid and Surface Chemistry"
"14351536","Physical and Theoretical Chemistry"
"15858553","Ecology"
"15858553","Ecology, Evolution, Behavior and Systematics"
"15882756","Ecology"
"15882756","Ecology, Evolution, Behavior and Systematics"
"00104175","History"
"00104175","Sociology and Political Science"
"14752999","History"
"14752999","Sociology and Political Science"
"21501378","Psychology"
"21501386","Psychology"
"13922785","Business and International Management"
"13922785","Engineering"
"13922785","Economics and Econometrics"
"20295839","Business and International Management"
"20295839","Engineering"
"20295839","Economics and Econometrics"
"21050716","Condensed Matter Physics"
"21050716","Electrical and Electronic Engineering"
"21050716","Electronic, Optical and Magnetic Materials"
"21050716","Renewable Energy, Sustainability and the Environment"
"17509378","Epidemiology"
"17509378","Infectious Diseases"
"17509378","Oncology"
"17509378","Cancer Research"
"17411106","Computer Networks and Communications"
"17411106","Software"
"17411114","Computer Networks and Communications"
"17411114","Software"
"15685616","Chemistry"
"15685616","Materials Chemistry"
"15685616","Mechanics of Materials"
"15685616","Surfaces, Coatings and Films"
"15685616","Surfaces and Interfaces"
"01694243","Chemistry"
"01694243","Materials Chemistry"
"01694243","Mechanics of Materials"
"01694243","Surfaces, Coatings and Films"
"01694243","Surfaces and Interfaces"
"1790045X","Agricultural and Biological Sciences"
"1790045X","Biochemistry, Genetics and Molecular Biology"
"22415793","Agricultural and Biological Sciences"
"22415793","Biochemistry, Genetics and Molecular Biology"
"19459645","Chemistry"
"19459645","Surfaces, Coatings and Films"
"19459645","Colloid and Surface Chemistry"
"19459645","Surfaces and Interfaces"
"19353804","Chemistry"
"19353804","Surfaces, Coatings and Films"
"19353804","Colloid and Surface Chemistry"
"19353804","Surfaces and Interfaces"
"0887381X","Geotechnical Engineering and Engineering Geology"
"0887381X","Industrial and Manufacturing Engineering"
"19435495","Geotechnical Engineering and Engineering Geology"
"19435495","Industrial and Manufacturing Engineering"
"20900147","Computer Science"
"20900147","Electrical and Electronic Engineering"
"20900147","Signal Processing"
"20900155","Computer Science"
"20900155","Electrical and Electronic Engineering"
"20900155","Signal Processing"
"25895141","Rehabilitation"
"25895141","Surgery"
"25895141","Orthopedics and Sports Medicine"
"21512299","Psychology"
"21512299","Biological Psychiatry"
"16140001","Psychology"
"16140001","Biological Psychiatry"
"25165984","Industrial and Manufacturing Engineering"
"25165984","Mechanical Engineering"
"25165992","Industrial and Manufacturing Engineering"
"25165992","Mechanical Engineering"
"00293652","Archeology"
"25785478","Biomedical Engineering"
"25785478","Radiology, Nuclear Medicine and Imaging"
"1988592X","Education"
"00348082","Education"
"00357596","Mathematics"
"28047699","Chemical Engineering"
"28047699","Energy Engineering and Power Technology"
"28047699","Fuel Technology"
"17442516","Modeling and Simulation"
"17442516","Statistics and Probability"
"17442508","Modeling and Simulation"
"17442508","Statistics and Probability"
"18288928","Orthopedics and Sports Medicine"
"18288936","Orthopedics and Sports Medicine"
"10275487","Mathematics"
"22544313","Education"
"22544313","Mathematics"
"03667022","Chemistry"
"13480715","Chemistry"
"25247581","Mathematics"
"25247581","Analysis"
"25247581","Numerical Analysis"
"2197120X","Mathematics"
"2197120X","Analysis"
"2197120X","Numerical Analysis"
"20329407","Information Systems and Management"
"20329407","Computer Networks and Communications"
"20329407","Computer Science Applications"
"20329407","Hardware and Architecture"
"20329407","Information Systems"
"20329407","Software"
"00157120","Political Science and International Relations"
"00157120","Sociology and Political Science"
"21871108","Automotive Engineering"
"21871108","Electrical and Electronic Engineering"
"21871108","Industrial and Manufacturing Engineering"
"21871108","Mechanical Engineering"
"21871108","Energy Engineering and Power Technology"
"21871094","Automotive Engineering"
"21871094","Electrical and Electronic Engineering"
"21871094","Industrial and Manufacturing Engineering"
"21871094","Mechanical Engineering"
"21871094","Energy Engineering and Power Technology"
"16833198","Computer Science"
"23094524","Computer Science"
"16878159","Agronomy and Crop Science"
"16878167","Agronomy and Crop Science"
"10618562","Aerospace Engineering"
"10618562","Computational Mechanics"
"10618562","Condensed Matter Physics"
"10618562","Mechanical Engineering"
"10618562","Mechanics of Materials"
"10618562","Energy Engineering and Power Technology"
"10290257","Aerospace Engineering"
"10290257","Computational Mechanics"
"10290257","Condensed Matter Physics"
"10290257","Mechanical Engineering"
"10290257","Mechanics of Materials"
"10290257","Energy Engineering and Power Technology"
"19329903","Pathology and Forensic Medicine"
"19329903","Psychiatry and Mental Health"
"14999013","Pathology and Forensic Medicine"
"14999013","Psychiatry and Mental Health"
"25900994","Linguistics and Language"
"25901001","Linguistics and Language"
"10933263","Computer Graphics and Computer-Aided Design"
"10933263","Materials Chemistry"
"10933263","Physical and Theoretical Chemistry"
"10933263","Spectroscopy"
"18734243","Computer Graphics and Computer-Aided Design"
"18734243","Materials Chemistry"
"18734243","Physical and Theoretical Chemistry"
"18734243","Spectroscopy"
"14699656","History and Philosophy of Science"
"14699656","Arts and Humanities"
"14699656","Economics, Econometrics and Finance"
"10538372","History and Philosophy of Science"
"10538372","Arts and Humanities"
"10538372","Economics, Econometrics and Finance"
"12263192","Statistics and Probability"
"21928029","Chemical Engineering"
"21928029","Engineering"
"21928029","Computer Networks and Communications"
"21928029","Modeling and Simulation"
"21928010","Chemical Engineering"
"21928010","Engineering"
"21928010","Computer Networks and Communications"
"21928010","Modeling and Simulation"
"00721077","Geology"
"14730502","Hematology"
"18781683","Hematology"
"15788857","Immunology"
"15788857","Infectious Diseases"
"15769887","Immunology"
"15769887","Infectious Diseases"
"14929732","Geography, Planning and Development"
"10465715","Accounting"
"10465715","Finance"
"08826110","Accounting"
"08826110","Finance"
"22552863","Artificial Intelligence"
"22552863","Computer Networks and Communications"
"22552863","Computer Science Applications"
"22552863","Information Systems"
"15481409","Anthropology"
"15481409","Literature and Literary Theory"
"15481409","Philosophy"
"15599167","Anthropology"
"15599167","Literature and Literary Theory"
"15599167","Philosophy"
"21567093","History and Philosophy of Science"
"21567093","Philosophy"
"00036390","History and Philosophy of Science"
"00036390","Philosophy"
"01972618","Control and Systems Engineering"
"01972618","Electrical and Electronic Engineering"
"01972618","Industrial and Manufacturing Engineering"
"15729877","Law"
"15729877","Sociology and Political Science"
"12058629","Law"
"12058629","Sociology and Political Science"
"10134425","Animal Science and Zoology"
"10134425","Ecology, Evolution, Behavior and Systematics"
"2682955X","Animal Science and Zoology"
"2682955X","Ecology, Evolution, Behavior and Systematics"
"14654466","History"
"14654466","Economics, Econometrics and Finance"
"14654466","Political Science and International Relations"
"14654466","Social Sciences"
"14654466","Sociology and Political Science"
"1569206X","History"
"1569206X","Economics, Econometrics and Finance"
"1569206X","Political Science and International Relations"
"1569206X","Social Sciences"
"1569206X","Sociology and Political Science"
"2157930X","Cultural Studies"
"2157930X","Development"
"2157930X","Education"
"2157930X","Geography, Planning and Development"
"2157930X","Political Science and International Relations"
"2157930X","Sociology and Political Science"
"21579318","Cultural Studies"
"21579318","Development"
"21579318","Education"
"21579318","Geography, Planning and Development"
"21579318","Political Science and International Relations"
"21579318","Sociology and Political Science"
"14321270","Mathematics"
"14321270","Social Sciences"
"14321270","Economics and Econometrics"
"14321270","Statistics and Probability"
"14321270","Statistics, Probability and Uncertainty"
"00207276","Mathematics"
"00207276","Social Sciences"
"00207276","Economics and Econometrics"
"00207276","Statistics and Probability"
"00207276","Statistics, Probability and Uncertainty"
"23526467","Pediatrics, Perinatology and Child Health"
"22286160","Civil and Structural Engineering"
"22286160","Geotechnical Engineering and Engineering Geology"
"09720529","Algebra and Number Theory"
"09720529","Analysis"
"09720529","Applied Mathematics"
"07370652","Physics and Astronomy"
"15458822","Physics and Astronomy"
"23144912","Chemical Engineering"
"23144912","Civil and Structural Engineering"
"23144912","Electrical and Electronic Engineering"
"23144912","Industrial and Manufacturing Engineering"
"23144912","Mechanical Engineering"
"23144912","Hardware and Architecture"
"23144904","Chemical Engineering"
"23144904","Civil and Structural Engineering"
"23144904","Electrical and Electronic Engineering"
"23144904","Industrial and Manufacturing Engineering"
"23144904","Mechanical Engineering"
"23144904","Hardware and Architecture"
"2046469X","Business, Management and Accounting"
"2046469X","Education"
"18363261","Business, Management and Accounting"
"18363261","Education"
"1042346X","Atomic and Molecular Physics, and Optics"
"1042346X","Biomedical Engineering"
"1042346X","Electronic, Optical and Magnetic Materials"
"1042346X","Instrumentation"
"19381387","Atomic and Molecular Physics, and Optics"
"19381387","Biomedical Engineering"
"19381387","Electronic, Optical and Magnetic Materials"
"19381387","Instrumentation"
"15381145","Psychiatry and Mental Health"
"15274160","Psychiatry and Mental Health"
"00948705","Health"
"00948705","Social Sciences"
"00948705","Sports Science"
"01666851","Parasitology"
"01666851","Molecular Biology"
"18729428","Parasitology"
"18729428","Molecular Biology"
"12117250","Archeology"
"12117250","Archeology"
"12117250","Linguistics and Language"
"14469235","Neurology"
"14469235","Neuropsychology and Physiological Psychology"
"14469235","Physiology"
"14469235","Physiology"
"14798425","Neurology"
"14798425","Neuropsychology and Physiological Psychology"
"14798425","Physiology"
"14798425","Physiology"
"22196803","Oncology"
"22196803","Radiology, Nuclear Medicine and Imaging"
"22196803","Cancer Research"
"2218676X","Oncology"
"2218676X","Radiology, Nuclear Medicine and Imaging"
"2218676X","Cancer Research"
"16735005","Chemical Engineering"
"16735005","Mechanical Engineering"
"16735005","Control and Systems Engineering"
"16735005","Energy Engineering and Power Technology"
"16735005","Fuel Technology"
"16735005","Geotechnical Engineering and Engineering Geology"
"2056306X","Animal Science and Zoology"
"15081109","Animal Science and Zoology"
"16807340","Earth and Planetary Sciences"
"16807340","Space and Planetary Science"
"16807359","Earth and Planetary Sciences"
"16807359","Space and Planetary Science"
"10628606","Health Policy"
"10628606","Medicine"
"22886575","Surgery"
"22886796","Surgery"
"15774015","Cultural Studies"
"15774015","Education"
"20140983","Cultural Studies"
"20140983","Education"
"15456889","Communication"
"15456870","Communication"
"25436368","Hematology"
"14768259","Bioengineering"
"14768259","Biomedical Engineering"
"14768259","Computer Science Applications"
"14768259","Human-Computer Interaction"
"14768259","Medicine"
"10255842","Bioengineering"
"10255842","Biomedical Engineering"
"10255842","Computer Science Applications"
"10255842","Human-Computer Interaction"
"10255842","Medicine"
"10659293","Applied Psychology"
"10659293","Developmental and Educational Psychology"
"10659293","Psychology"
"09607773","History"
"14692171","History"
"23302933","Experimental and Cognitive Psychology"
"23302933","Social Psychology"
"23302925","Experimental and Cognitive Psychology"
"23302925","Social Psychology"
"11769343","Ecology, Evolution, Behavior and Systematics"
"11769343","Computer Science Applications"
"11769343","Genetics"
"23326557","Electrical and Electronic Engineering"
"23326557","Control and Systems Engineering"
"23326557","Energy Engineering and Power Technology"
"23326565","Electrical and Electronic Engineering"
"23326565","Control and Systems Engineering"
"23326565","Energy Engineering and Power Technology"
"00167223","Earth and Planetary Sciences"
"00167223","Geography, Planning and Development"
"07393172","Education"
"07393172","Accounting"
"15587983","Education"
"15587983","Accounting"
"28072812","Law"
"28072812","Environmental Science"
"28072812","Political Science and International Relations"
"28072812","Public Administration"
"28072979","Law"
"28072979","Environmental Science"
"28072979","Political Science and International Relations"
"28072979","Public Administration"
"16090985","Biomedical Engineering"
"16090985","Medicine"
"21994757","Biomedical Engineering"
"21994757","Medicine"
"14653133","Orthodontics"
"14653133","Medicine"
"14653125","Orthodontics"
"14653125","Medicine"
"02670836","Condensed Matter Physics"
"02670836","Materials Science"
"02670836","Mechanical Engineering"
"02670836","Mechanics of Materials"
"17432847","Condensed Matter Physics"
"17432847","Materials Science"
"17432847","Mechanical Engineering"
"17432847","Mechanics of Materials"
"03002977","Internal Medicine"
"03002977","Medicine"
"15570703","Occupational Therapy"
"15570703","Medicine"
"09667903","Occupational Therapy"
"09667903","Medicine"
"08986207","Animal Science and Zoology"
"08986207","Ecology, Evolution, Behavior and Systematics"
"08986207","Nature and Landscape Conservation"
"00360279","Mathematics"
"14684829","Mathematics"
"02756382","Veterinary"
"02756382","Medicine"
"1939165X","Veterinary"
"1939165X","Medicine"
"19208642","Emergency Medicine"
"25168290","Microbiology"
"25168290","Microbiology"
"15513688","Computer Science"
"15513688","Engineering"
"15546136","Education"
"15546128","Education"
"00974463","Ecology, Evolution, Behavior and Systematics"
"00974463","Geology"
"1712171X","Dentistry"
"17121728","Dentistry"
"20804873","Urology"
"20804806","Urology"
"26874539","Multidisciplinary"
"26874539","Electrical and Electronic Engineering"
"26874539","Engineering"
"26874539","Mechanical Engineering"
"26874539","Biomedical Engineering"
"19805764","Cognitive Neuroscience"
"19805764","Geriatrics and Gerontology"
"19805764","Neurology"
"19805764","Neurology"
"19805764","Sensory Systems"
"20797362","Applied Mathematics"
"20797370","Applied Mathematics"
"11209763","Epidemiology"
"11209763","Public Health, Environmental and Occupational Health"
"23851937","Epidemiology"
"23851937","Public Health, Environmental and Occupational Health"
"15738485","Analysis"
"15738485","Applied Mathematics"
"00162663","Analysis"
"00162663","Applied Mathematics"
"13368052","Geology"
"13350552","Geology"
"26343797","Political Science and International Relations"
"26343797","Sociology and Political Science"
"02368722","Agricultural and Biological Sciences"
"02368722","Fluid Flow and Transfer Processes"
"02368722","Soil Science"
"02368722","Water Science and Technology"
"22117938","Computer Networks and Communications"
"22117938","Computer Science Applications"
"22117946","Computer Networks and Communications"
"22117946","Computer Science Applications"
"18810136","Agronomy and Crop Science"
"18810136","Atmospheric Science"
"00218588","Agronomy and Crop Science"
"00218588","Atmospheric Science"
"2573234X","Industrial and Manufacturing Engineering"
"2573234X","Information Systems and Management"
"2573234X","Management Information Systems"
"2573234X","Artificial Intelligence"
"2573234X","Information Systems"
"2573234X","Management Science and Operations Research"
"2573234X","Statistics, Probability and Uncertainty"
"25732358","Industrial and Manufacturing Engineering"
"25732358","Information Systems and Management"
"25732358","Management Information Systems"
"25732358","Artificial Intelligence"
"25732358","Information Systems"
"25732358","Management Science and Operations Research"
"25732358","Statistics, Probability and Uncertainty"
"10492275","Surgery"
"10492275","Medicine"
"10492275","Otorhinolaryngology"
"15363732","Surgery"
"15363732","Medicine"
"15363732","Otorhinolaryngology"
"15322351","Polymers and Plastics"
"15322351","Surfaces, Coatings and Films"
"15322351","Physical and Theoretical Chemistry"
"01932691","Polymers and Plastics"
"01932691","Surfaces, Coatings and Films"
"01932691","Physical and Theoretical Chemistry"
"10934529","Environmental Engineering"
"10934529","Medicine"
"15324117","Environmental Engineering"
"15324117","Medicine"
"19447396","Leadership and Management"
"19447396","Health Policy"
"19447396","Medicine"
"19447396","Strategy and Management"
"10969012","Leadership and Management"
"10969012","Health Policy"
"10969012","Medicine"
"10969012","Strategy and Management"
"15579034","Surgery"
"10926429","Surgery"
"1819754X","Ecology"
"1819754X","Ecology, Evolution, Behavior and Systematics"
"1819754X","Nature and Landscape Conservation"
"1819754X","Soil Science"
"1819754X","Aquatic Science"
"02764741","Development"
"02764741","Environmental Science"
"02764741","Environmental Chemistry"
"17579996","Dental Hygiene"
"16021622","Dental Hygiene"
"22871098","Food Science"
"22871098","Nutrition and Dietetics"
"22878602","Food Science"
"22878602","Nutrition and Dietetics"
"09226443","Electrical and Electronic Engineering"
"09226443","Computer Networks and Communications"
